        	acceptance	adoration	affection	aggravation	agitation	agony   	alarm   	alienation	amusement	anger   	anguish 	annoyance	anticipation	anxiety 	apprehension	arousal 	attraction	aversion	bitterness	bliss   	compassion	contempt	courage 	defeat  	dejection	delight 	depression	desire  	despair 	disappointment	disgust 	dislike 	dismay  	displeasure	distress	dread   	eagerness	ecstasy 	elation 	embarrassment	enthusiasm	envy    	euphoria	exasperation	excitement	exhilaration	fear    	ferocity	fondness	fright  	frustration	fury    	gaiety  	gladness	glee    	gloom   	glumness	grief   	grouchiness	grumpiness	guilt   	happiness	hate    	homesickness	hope    	hopelessness	horror  	hostility	humiliation	hurt    	hysteria	infatuation	insecurity	insult  	interest	irritation	isolation	jealousy	jolliness	joviality	joy     	jubilation	liking  	loathing	loneliness	love    	lust    	melancholy	misery  	mortification	neglect 	optimism	outrage 	pain    	panic   	passion 	pity    	pleasure	pride   	rage    	rapture 	regret  	rejection	relief  	remorse 	resentment	revulsion	sadness 	satisfaction	scorn   	shame   	shock   	sorrow  	spite   	suffering	surprise	sympathy	tenderness	tenseness	terror  	thrill  	torment 	triumph 	uneasiness	unhappiness	vengefulness	woe     	wonder  	worry   	wrath   	zeal    	zest    	
hysteria	0.091426	0.117289	0.093327	0.098928	0.109633	0.088632	0.124207	0.106981	0.078769	0.083233	0.124446	0.106092	0.106039	0.122831	0.104023	0.120524	0.098605	0.061628	0.094914	0.071893	0.107676	0.085550	0.117882	0.093622	0.090497	0.094878	0.083607	0.088531	0.106522	0.096943	0.080352	0.097863	0.111243	0.087939	0.094183	0.102364	0.118779	0.094119	0.106672	0.057590	0.130618	0.096687	0.119561	0.110534	0.179152	0.132014	0.102300	0.130225	0.077747	0.148206	0.108158	0.101985	0.087844	0.082894	0.053714	0.112990	0.065955	0.079061	0.054343	0.088530	0.081027	0.070826	0.107486	0.075288	0.107936	0.100285	0.099686	0.107421	0.085177	0.102860	1.000000	0.093597	0.108701	0.112975	0.128711	0.095837	0.099443	0.109824	0.069956	0.069764	0.116342	0.111818	0.084634	0.108696	0.104415	0.113143	0.117059	0.137131	0.079986	0.206497	0.096152	0.079057	0.090583	0.088098	0.144382	0.131296	0.081749	0.089926	0.070104	0.131791	0.113601	0.074506	0.081769	0.094687	0.091038	0.100896	0.096334	0.120782	0.079503	0.089350	0.086248	0.134563	0.107942	0.106724	0.108546	0.112932	0.097060	0.125495	0.156662	0.116160	0.148187	0.097977	0.102268	0.082159	0.086751	0.093274	0.076680	0.123161	0.079942	0.062119	0.087885	0.105554	
infatuation	0.123984	0.184617	0.200791	0.112953	0.116416	0.096394	0.119939	0.112476	0.145072	0.149837	0.131622	0.107996	0.130229	0.086992	0.099503	0.143414	0.204977	0.102396	0.093719	0.080281	0.160893	0.087907	0.138559	0.101025	0.092368	0.113761	0.096595	0.206453	0.126382	0.132539	0.063510	0.133526	0.114532	0.093624	0.091166	0.111702	0.137860	0.127948	0.119717	0.077125	0.153311	0.130821	0.124809	0.105339	0.152559	0.152459	0.128109	0.122048	0.220941	0.075945	0.146777	0.107941	0.101288	0.074228	0.088526	0.140745	0.069814	0.116892	0.075205	0.100220	0.121814	0.110916	0.181030	0.095620	0.137188	0.103367	0.082816	0.101503	0.093514	0.162543	0.093597	1.000000	0.148877	0.150453	0.150387	0.114023	0.103579	0.156913	0.079731	0.081069	0.164828	0.122522	0.174499	0.104281	0.148178	0.410937	0.314703	0.147043	0.097063	0.114758	0.089017	0.078376	0.122950	0.103345	0.064189	0.263328	0.094265	0.087524	0.108920	0.121502	0.135583	0.103464	0.120634	0.125735	0.113051	0.139942	0.120341	0.162737	0.102871	0.098321	0.104524	0.143679	0.164063	0.114053	0.109229	0.112987	0.124948	0.156128	0.095395	0.078117	0.150255	0.134361	0.106957	0.077589	0.104241	0.113518	0.118925	0.151272	0.105028	0.093906	0.133425	0.159805	
insecurity	0.156915	0.145031	0.138937	0.154764	0.101858	0.092424	0.157728	0.169488	0.145337	0.163019	0.188138	0.147465	0.138725	0.145347	0.162243	0.169755	0.125801	0.089874	0.137415	0.079690	0.155435	0.122204	0.164822	0.209206	0.256165	0.131425	0.125499	0.140132	0.159419	0.159152	0.096455	0.151382	0.169085	0.110314	0.161532	0.141783	0.159655	0.089602	0.155567	0.171858	0.158787	0.192181	0.178936	0.144471	0.169848	0.176505	0.189332	0.119482	0.145604	0.133260	0.199606	0.127805	0.109478	0.115839	0.066868	0.156230	0.104345	0.120938	0.107914	0.144388	0.129122	0.134245	0.149507	0.190632	0.161279	0.178090	0.096323	0.131078	0.210114	0.208855	0.108701	0.148877	1.000000	0.274859	0.137148	0.156141	0.182497	0.229079	0.104555	0.102815	0.179802	0.098329	0.128139	0.187344	0.189527	0.177022	0.149497	0.154879	0.135087	0.150793	0.122416	0.115641	0.128931	0.130458	0.081740	0.154196	0.116244	0.119693	0.117129	0.163899	0.133306	0.094761	0.190432	0.133154	0.137968	0.147087	0.159799	0.203703	0.095951	0.126629	0.129111	0.207992	0.155136	0.144057	0.140873	0.159666	0.173401	0.170306	0.137460	0.116556	0.147585	0.186617	0.122906	0.107268	0.181008	0.184681	0.114111	0.157606	0.145235	0.103050	0.093976	0.157350	
insult  	0.156744	0.120917	0.152752	0.175647	0.086071	0.097850	0.182462	0.148205	0.150826	0.226999	0.189376	0.154966	0.129524	0.111657	0.154908	0.174749	0.122917	0.073222	0.141927	0.077163	0.168742	0.125027	0.159667	0.231618	0.247613	0.147143	0.119665	0.133060	0.123218	0.167296	0.100014	0.149659	0.149238	0.098865	0.122578	0.111375	0.159771	0.100642	0.139257	0.202623	0.135941	0.177536	0.175290	0.155279	0.141764	0.173516	0.164415	0.119595	0.131796	0.105652	0.179652	0.163849	0.096092	0.127500	0.089961	0.166924	0.092355	0.133692	0.108910	0.146089	0.116305	0.126442	0.140332	0.115972	0.187671	0.172467	0.143719	0.137191	0.274688	0.220658	0.112975	0.150453	0.274859	1.000000	0.161393	0.172358	0.148972	0.142954	0.147836	0.107064	0.183232	0.110858	0.131597	0.185968	0.159168	0.144030	0.148067	0.181075	0.142994	0.191300	0.109219	0.119130	0.117635	0.160857	0.067893	0.164719	0.120687	0.112663	0.122161	0.165705	0.170726	0.134034	0.121994	0.144111	0.134399	0.171838	0.152732	0.209154	0.103134	0.151508	0.132024	0.239404	0.159910	0.139846	0.150312	0.151245	0.223800	0.192222	0.130498	0.101670	0.170742	0.189930	0.130113	0.094631	0.186192	0.195878	0.125144	0.169263	0.136444	0.150004	0.097735	0.155904	
interest	0.146393	0.200877	0.149982	0.161929	0.161517	0.105410	0.170068	0.140707	0.174894	0.152934	0.184516	0.180271	0.211034	0.104245	0.136853	0.180499	0.142832	0.091949	0.132136	0.097814	0.160908	0.187009	0.160087	0.129521	0.155529	0.169258	0.109871	0.160667	0.165042	0.152123	0.169607	0.156877	0.145392	0.139085	0.139986	0.157523	0.200428	0.124279	0.175127	0.128174	0.260010	0.161505	0.136252	0.165319	0.234381	0.202123	0.182940	0.181395	0.128400	0.134091	0.153607	0.152923	0.157385	0.139397	0.068482	0.167549	0.094408	0.108566	0.086574	0.135318	0.139712	0.146789	0.176884	0.100488	0.155077	0.132135	0.098400	0.161068	0.129934	0.150420	0.128711	0.150387	0.137148	0.161393	1.000000	0.140313	0.147170	0.126925	0.083684	0.122015	0.164423	0.168478	0.156925	0.146875	0.155522	0.183091	0.169228	0.162306	0.133686	0.135235	0.109575	0.123243	0.146234	0.131160	0.086269	0.216633	0.131417	0.125151	0.113748	0.170151	0.157630	0.118486	0.144213	0.131250	0.163156	0.157513	0.189649	0.206148	0.114606	0.128514	0.185083	0.172121	0.182045	0.182183	0.123973	0.260123	0.148582	0.183405	0.137725	0.120223	0.203855	0.158667	0.147900	0.103646	0.137535	0.154027	0.125280	0.192576	0.121953	0.106597	0.139499	0.156452	
irritation	0.136526	0.124069	0.135696	0.369242	0.221112	0.100388	0.159763	0.134907	0.160509	0.266397	0.180188	0.403838	0.136849	0.119508	0.118778	0.166967	0.109805	0.079591	0.144697	0.092837	0.162731	0.110796	0.174474	0.109788	0.160058	0.134936	0.128534	0.114775	0.116880	0.150538	0.110939	0.162675	0.132737	0.117498	0.138174	0.118655	0.157493	0.111528	0.175279	0.097877	0.148745	0.131066	0.161264	0.300583	0.156525	0.155845	0.143541	0.126867	0.125308	0.110190	0.239025	0.205566	0.140019	0.110456	0.083900	0.163801	0.093663	0.092300	0.380915	0.264204	0.112438	0.125856	0.116804	0.099351	0.145025	0.128977	0.080621	0.135945	0.109048	0.174856	0.095837	0.114023	0.156141	0.172358	0.140313	1.000000	0.122970	0.111472	0.094143	0.119063	0.169060	0.112874	0.115530	0.146563	0.146555	0.118985	0.140832	0.180090	0.121684	0.158202	0.070243	0.099035	0.145540	0.117526	0.060592	0.148121	0.088469	0.099422	0.103888	0.280181	0.175750	0.096243	0.106090	0.135484	0.147301	0.172566	0.154423	0.215369	0.081989	0.114978	0.120630	0.216335	0.180515	0.154990	0.124337	0.190411	0.123307	0.201457	0.117514	0.093813	0.174145	0.166600	0.118253	0.095106	0.186486	0.198830	0.099121	0.148852	0.133792	0.163001	0.114156	0.138048	
isolation	0.125807	0.124385	0.094731	0.132756	0.095119	0.091657	0.138214	0.212300	0.106809	0.102872	0.158245	0.129331	0.121808	0.085463	0.104505	0.150782	0.105106	0.060221	0.119134	0.093399	0.134070	0.111767	0.149725	0.174333	0.160089	0.132858	0.089116	0.105467	0.131964	0.124697	0.092016	0.123949	0.126957	0.100896	0.126185	0.117981	0.137211	0.093034	0.137726	0.095621	0.137813	0.115540	0.125804	0.124351	0.140964	0.162578	0.111421	0.118426	0.089340	0.098388	0.143331	0.111143	0.122306	0.097005	0.068563	0.144664	0.083006	0.097981	0.068969	0.104592	0.109219	0.110129	0.118561	0.194390	0.120102	0.111425	0.078471	0.105007	0.114680	0.142584	0.099443	0.103579	0.182497	0.148972	0.147170	0.122970	1.000000	0.095783	0.107622	0.088996	0.131108	0.123237	0.103402	0.132912	0.259063	0.135630	0.129381	0.153962	0.142079	0.118845	0.169115	0.099600	0.119157	0.121387	0.060973	0.142573	0.108825	0.110734	0.095628	0.126831	0.132727	0.112543	0.225117	0.106389	0.169101	0.141294	0.126857	0.151713	0.078202	0.102948	0.150665	0.152017	0.145402	0.135796	0.115049	0.135360	0.108151	0.144352	0.109904	0.086098	0.151057	0.130584	0.118577	0.074389	0.121588	0.138580	0.103065	0.139585	0.097793	0.083057	0.095267	0.119659	
jealousy	0.134295	0.116767	0.108076	0.109015	0.083562	0.097950	0.114128	0.105308	0.106126	0.217619	0.124481	0.101090	0.120383	0.120885	0.110382	0.111446	0.150635	0.076411	0.109256	0.098308	0.145317	0.145153	0.126766	0.121931	0.095615	0.102073	0.124349	0.139872	0.125496	0.138443	0.083660	0.107557	0.113606	0.078723	0.121071	0.105711	0.125533	0.083622	0.132066	0.121270	0.111758	0.315617	0.110937	0.115697	0.125130	0.121830	0.148174	0.104029	0.083094	0.107263	0.155505	0.105077	0.070210	0.078423	0.078062	0.090369	0.050698	0.138808	0.065818	0.123842	0.166154	0.139913	0.186365	0.136370	0.138643	0.132900	0.084618	0.103613	0.103955	0.163539	0.109824	0.156913	0.229079	0.142954	0.126925	0.111472	0.095783	1.000000	0.087111	0.078529	0.154313	0.095279	0.128459	0.135107	0.128604	0.234586	0.169014	0.109752	0.109619	0.093581	0.114457	0.093400	0.145087	0.117622	0.110285	0.149956	0.107289	0.103613	0.188282	0.135577	0.082207	0.103939	0.091841	0.113640	0.135605	0.166954	0.170144	0.182292	0.082506	0.118589	0.109680	0.156834	0.122544	0.161631	0.157224	0.125717	0.105616	0.115838	0.088276	0.074067	0.104005	0.195142	0.101993	0.087571	0.111194	0.203184	0.082907	0.136518	0.162777	0.144539	0.080484	0.128245	
jolliness	0.093191	0.069263	0.092159	0.068784	0.038662	0.079374	0.129888	0.091590	0.177927	0.043302	0.114724	0.063958	0.075303	0.069040	0.065731	0.119756	0.054997	0.032859	0.064226	0.109203	0.103429	0.053539	0.141780	0.064491	0.083903	0.284494	0.051836	0.057770	0.049375	0.077947	0.054891	0.097152	0.060156	0.074572	0.094832	0.082169	0.110031	0.098529	0.147668	0.045638	0.132851	0.086439	0.141477	0.064012	0.078388	0.108200	0.047874	0.056339	0.063795	0.070852	0.086657	0.083278	0.367417	0.349803	0.167112	0.131254	0.085073	0.055177	0.053555	0.053600	0.053104	0.106030	0.072733	0.039870	0.097377	0.047658	0.042623	0.056899	0.050953	0.064060	0.069956	0.079731	0.104555	0.147836	0.083684	0.094143	0.107622	0.087111	1.000000	0.492972	0.290253	0.221454	0.111970	0.100835	0.146843	0.103319	0.100046	0.174400	0.065474	0.138321	0.060837	0.055713	0.057926	0.072130	0.032436	0.089522	0.050741	0.082540	0.065778	0.075011	0.170642	0.064924	0.055764	0.070451	0.048395	0.058903	0.042566	0.126565	0.054636	0.076888	0.063273	0.153696	0.145487	0.050575	0.077583	0.066840	0.061848	0.125694	0.039409	0.069887	0.166675	0.078068	0.075537	0.047073	0.068573	0.096816	0.060572	0.103915	0.062589	0.062101	0.088568	0.111004	
joviality	0.131083	0.117386	0.081447	0.125349	0.083373	0.069056	0.096725	0.099922	0.211846	0.163153	0.141564	0.135156	0.126177	0.066195	0.114022	0.098529	0.094549	0.065530	0.127094	0.074368	0.105711	0.115908	0.122685	0.086233	0.158586	0.262494	0.177525	0.080831	0.116330	0.102166	0.088378	0.091101	0.130023	0.098154	0.071503	0.081919	0.122418	0.090070	0.191096	0.089958	0.117761	0.096408	0.159008	0.132287	0.113813	0.154243	0.135760	0.099931	0.089634	0.102998	0.118914	0.095256	0.300519	0.343640	0.132947	0.144831	0.094572	0.076441	0.074483	0.098385	0.122048	0.199539	0.099618	0.069086	0.100152	0.133922	0.065205	0.132069	0.100698	0.139462	0.069764	0.081069	0.102815	0.107064	0.122015	0.119063	0.088996	0.078529	0.492972	1.000000	0.289253	0.155748	0.080093	0.119146	0.091865	0.083550	0.115393	0.081061	0.120965	0.099767	0.066109	0.112863	0.104755	0.077103	0.044410	0.108794	0.072031	0.109249	0.105408	0.128646	0.102115	0.074807	0.075485	0.090267	0.107690	0.126660	0.146610	0.261315	0.079361	0.076374	0.110207	0.127225	0.146017	0.112780	0.107100	0.166559	0.090069	0.124424	0.100205	0.067681	0.093271	0.114795	0.090664	0.066684	0.148030	0.126407	0.106129	0.098903	0.091964	0.107849	0.077949	0.148816	
joy     	0.339557	0.213005	0.154137	0.206757	0.139456	0.109422	0.162595	0.144508	0.261753	0.189711	0.232724	0.185485	0.232305	0.117819	0.227305	0.169394	0.128919	0.123979	0.171108	0.080156	0.175452	0.210805	0.224638	0.138386	0.261635	0.237543	0.108879	0.153735	0.163919	0.160022	0.218991	0.170149	0.250469	0.180191	0.129055	0.149246	0.170162	0.122559	0.289072	0.135564	0.176158	0.157469	0.187670	0.219929	0.194915	0.254769	0.273871	0.138711	0.159947	0.231698	0.170421	0.135343	0.217791	0.383970	0.103856	0.219371	0.110303	0.119102	0.122051	0.146897	0.144050	0.245593	0.214107	0.110726	0.154953	0.199095	0.104554	0.163851	0.156480	0.207314	0.116342	0.164828	0.179802	0.183232	0.164423	0.169060	0.131108	0.154313	0.290253	0.289253	1.000000	0.210588	0.154363	0.199356	0.131846	0.222191	0.211883	0.138853	0.177943	0.169403	0.104884	0.145599	0.170164	0.118314	0.063923	0.175279	0.126246	0.203790	0.162619	0.185575	0.154129	0.115394	0.125302	0.117566	0.159108	0.171786	0.219999	0.375955	0.168180	0.133289	0.146758	0.199281	0.359353	0.159817	0.186227	0.270955	0.147833	0.192908	0.164591	0.114388	0.142213	0.195810	0.132610	0.112353	0.224470	0.206913	0.174274	0.158708	0.160332	0.123496	0.109401	0.207713	
jubilation	0.086940	0.153456	0.113274	0.143698	0.105352	0.113616	0.148710	0.111715	0.111734	0.080613	0.189278	0.137171	0.151949	0.097841	0.111007	0.150815	0.091772	0.055805	0.109274	0.090617	0.145711	0.109978	0.137706	0.126505	0.122537	0.238930	0.081405	0.104246	0.129226	0.104376	0.083038	0.124357	0.105681	0.118708	0.104142	0.111431	0.168005	0.139967	0.233017	0.063889	0.198713	0.104546	0.210217	0.145057	0.170367	0.186906	0.090044	0.167337	0.102146	0.103878	0.139313	0.121547	0.171264	0.242911	0.071668	0.186524	0.087502	0.073541	0.062505	0.106069	0.094941	0.177648	0.119929	0.059399	0.107431	0.069652	0.070699	0.119682	0.075466	0.103136	0.111818	0.122522	0.098329	0.110858	0.168478	0.112874	0.123237	0.095279	0.221454	0.155748	0.210588	1.000000	0.113826	0.110645	0.134401	0.140066	0.118484	0.164900	0.089071	0.116732	0.108866	0.087217	0.113789	0.097656	0.058743	0.138442	0.094278	0.105948	0.124477	0.137114	0.181042	0.079857	0.105726	0.102383	0.109334	0.118312	0.128318	0.147963	0.123199	0.104984	0.095223	0.151034	0.172119	0.129699	0.100041	0.136119	0.097517	0.172749	0.103289	0.109917	0.211272	0.114176	0.162872	0.076110	0.110420	0.126866	0.102371	0.154180	0.062194	0.092884	0.150136	0.181748	
liking  	0.112101	0.258762	0.231264	0.120099	0.090310	0.091789	0.127522	0.115451	0.113330	0.107172	0.141414	0.115488	0.115418	0.078096	0.102489	0.157157	0.212439	0.089946	0.090164	0.060600	0.195352	0.089528	0.135397	0.093729	0.120554	0.114634	0.090654	0.109770	0.108268	0.120507	0.069100	0.152087	0.104345	0.141394	0.122864	0.094376	0.144772	0.096156	0.119867	0.085580	0.139181	0.131361	0.124213	0.103597	0.135517	0.139314	0.139941	0.120023	0.373131	0.084654	0.125567	0.112744	0.128569	0.095491	0.070624	0.138426	0.075477	0.094604	0.072657	0.103658	0.100085	0.095774	0.129058	0.081872	0.117363	0.103651	0.079777	0.117318	0.083562	0.136002	0.084634	0.174499	0.128139	0.131597	0.156925	0.115530	0.103402	0.128459	0.111970	0.080093	0.154363	0.113826	1.000000	0.118970	0.136500	0.218356	0.170608	0.143963	0.095812	0.119365	0.081698	0.096349	0.112305	0.104137	0.065457	0.130769	0.092081	0.129018	0.095133	0.127553	0.133459	0.096566	0.106461	0.105385	0.112617	0.121145	0.120264	0.142444	0.097197	0.098696	0.107303	0.147847	0.145367	0.113399	0.103248	0.108223	0.113662	0.283829	0.096256	0.091314	0.157796	0.128208	0.111605	0.077640	0.099343	0.131877	0.097435	0.136583	0.095353	0.084203	0.108397	0.132616	
loathing	0.159094	0.155979	0.135008	0.166082	0.109552	0.103952	0.189934	0.140398	0.170983	0.112099	0.195655	0.142202	0.146676	0.118302	0.180369	0.171292	0.097907	0.125050	0.180046	0.092308	0.170713	0.230214	0.188738	0.134114	0.183733	0.132895	0.107343	0.125552	0.134373	0.140955	0.190927	0.201485	0.168222	0.108291	0.124112	0.172188	0.167715	0.098104	0.177871	0.144276	0.145590	0.166948	0.190856	0.200513	0.147391	0.182190	0.253045	0.162931	0.145815	0.172963	0.155873	0.160679	0.109696	0.127203	0.066375	0.182290	0.101409	0.108335	0.101073	0.133816	0.170476	0.129488	0.204585	0.085591	0.140005	0.169970	0.105105	0.148573	0.153765	0.176975	0.108696	0.104281	0.187344	0.185968	0.146875	0.146563	0.132912	0.135107	0.100835	0.119146	0.199356	0.110645	0.118970	1.000000	0.136038	0.154428	0.159017	0.185435	0.145453	0.187724	0.118183	0.112312	0.130170	0.115576	0.061423	0.141094	0.150645	0.124057	0.136767	0.187579	0.170201	0.089900	0.116618	0.098756	0.132770	0.180382	0.289374	0.229033	0.091766	0.193322	0.138163	0.241528	0.182239	0.163499	0.130493	0.171799	0.139901	0.205002	0.143291	0.127873	0.178620	0.222339	0.131653	0.113270	0.164835	0.274829	0.118077	0.160217	0.126060	0.151078	0.101193	0.152269	
loneliness	0.123225	0.117003	0.170222	0.107596	0.080520	0.108816	0.163777	0.212354	0.115755	0.141094	0.181210	0.107021	0.126547	0.122975	0.107994	0.168956	0.121373	0.074232	0.120233	0.104843	0.163120	0.105850	0.175460	0.168480	0.207260	0.119824	0.116406	0.128984	0.153508	0.152496	0.094708	0.152894	0.112096	0.099680	0.158729	0.144684	0.164241	0.115984	0.137081	0.104570	0.167493	0.152577	0.164635	0.103912	0.176426	0.147743	0.117510	0.113320	0.117435	0.093225	0.174081	0.127703	0.125317	0.086592	0.087207	0.180750	0.118300	0.124338	0.080768	0.116261	0.132938	0.137588	0.130875	0.168560	0.154469	0.141256	0.092085	0.115530	0.109278	0.160190	0.104415	0.148178	0.189527	0.159168	0.155522	0.146555	0.259063	0.128604	0.146843	0.091865	0.131846	0.134401	0.136500	0.136038	1.000000	0.203122	0.154742	0.205212	0.139392	0.163715	0.148426	0.092046	0.102655	0.167640	0.078045	0.153768	0.102057	0.107526	0.102253	0.138276	0.178443	0.117215	0.188630	0.140470	0.147556	0.134678	0.107313	0.223680	0.100849	0.136307	0.119285	0.210391	0.160687	0.126665	0.136611	0.120645	0.130100	0.171690	0.095192	0.119504	0.197067	0.138859	0.122046	0.097050	0.134203	0.136483	0.098465	0.173214	0.177568	0.115541	0.128655	0.142361	
love    	0.163961	0.279067	0.259594	0.121269	0.139724	0.133449	0.159314	0.146176	0.104334	0.186617	0.158034	0.114586	0.164208	0.129938	0.120887	0.164465	0.255167	0.113571	0.107411	0.164965	0.219352	0.120285	0.204389	0.123632	0.101056	0.128062	0.123310	0.190436	0.156535	0.144567	0.086721	0.145240	0.124659	0.099070	0.145319	0.122375	0.171314	0.125207	0.182343	0.074066	0.184320	0.191889	0.155979	0.125537	0.167405	0.169761	0.142276	0.127827	0.208115	0.109245	0.155701	0.151217	0.103635	0.081624	0.093005	0.149218	0.083265	0.115581	0.065335	0.122423	0.134237	0.155155	0.264497	0.096115	0.160693	0.142187	0.075623	0.117443	0.097437	0.180475	0.113143	0.410937	0.177022	0.144030	0.183091	0.118985	0.135630	0.234586	0.103319	0.083550	0.222191	0.140066	0.218356	0.154428	0.203122	1.000000	0.282526	0.194937	0.125799	0.166357	0.092335	0.099045	0.166803	0.130834	0.075235	0.194617	0.126113	0.109657	0.181998	0.147503	0.155553	0.117867	0.162361	0.129149	0.122123	0.154018	0.116869	0.225289	0.116588	0.133113	0.116047	0.195508	0.223934	0.126236	0.140899	0.159098	0.144059	0.172020	0.105350	0.095885	0.196829	0.140862	0.144998	0.097466	0.125408	0.134406	0.148443	0.171716	0.133944	0.093088	0.122228	0.152500	
lust    	0.151649	0.196523	0.158773	0.143492	0.133476	0.119437	0.150434	0.145687	0.140341	0.134480	0.191906	0.141043	0.151195	0.107543	0.130988	0.174256	0.166425	0.100568	0.129922	0.133187	0.200337	0.112826	0.172895	0.132273	0.147726	0.151897	0.109238	0.228975	0.143249	0.140406	0.097397	0.146811	0.151026	0.116049	0.120262	0.126465	0.179970	0.113464	0.188762	0.097954	0.165382	0.177612	0.139698	0.148744	0.167638	0.200785	0.124721	0.138924	0.195479	0.123955	0.147165	0.140384	0.138514	0.119756	0.093250	0.171986	0.091009	0.111655	0.092019	0.130009	0.133861	0.141786	0.187257	0.111780	0.157957	0.148637	0.095639	0.132011	0.116989	0.160720	0.117059	0.314703	0.149497	0.148067	0.169228	0.140832	0.129381	0.169014	0.100046	0.115393	0.211883	0.118484	0.170608	0.159017	0.154742	0.282526	1.000000	0.193498	0.160042	0.166394	0.107584	0.140586	0.151675	0.115107	0.057144	0.232439	0.106575	0.115470	0.135252	0.200072	0.164829	0.121308	0.123553	0.127696	0.129250	0.146480	0.154112	0.199320	0.109889	0.129728	0.129464	0.184757	0.206686	0.140543	0.140192	0.164338	0.123810	0.200731	0.123327	0.094676	0.166359	0.162274	0.147592	0.089042	0.140487	0.160139	0.124098	0.163353	0.139447	0.109282	0.123679	0.155440	
melancholy	0.146026	0.122543	0.187076	0.133409	0.068631	0.170801	0.267538	0.171226	0.097485	0.114191	0.223441	0.109471	0.150751	0.106153	0.111836	0.268353	0.108717	0.039872	0.089687	0.160050	0.221578	0.074450	0.277165	0.127647	0.150074	0.155980	0.109080	0.123077	0.107150	0.226442	0.077062	0.209010	0.112690	0.142702	0.198426	0.178987	0.219710	0.179227	0.166341	0.067957	0.219798	0.182853	0.286015	0.122624	0.158992	0.161381	0.072197	0.117708	0.125667	0.112136	0.179170	0.185919	0.145836	0.078266	0.124205	0.298748	0.248741	0.100132	0.061224	0.109847	0.095469	0.125511	0.127713	0.057096	0.192171	0.086733	0.077237	0.069164	0.089519	0.127133	0.137131	0.147043	0.154879	0.181075	0.162306	0.180090	0.153962	0.109752	0.174400	0.081061	0.138853	0.164900	0.143963	0.185435	0.205212	0.194937	0.193498	1.000000	0.182710	0.320968	0.075613	0.086034	0.097102	0.141698	0.052492	0.182431	0.117836	0.093845	0.110205	0.191699	0.348324	0.122909	0.108408	0.141843	0.107713	0.122085	0.084912	0.286444	0.092821	0.160085	0.113842	0.337643	0.255915	0.091496	0.152883	0.143357	0.136244	0.276518	0.090368	0.120958	0.374800	0.164298	0.168457	0.097106	0.176732	0.194180	0.200769	0.237838	0.134796	0.118974	0.167230	0.163364	
misery  	0.125971	0.122906	0.089140	0.139467	0.092462	0.090274	0.113806	0.118903	0.124735	0.120280	0.181316	0.126633	0.114427	0.116266	0.141234	0.126227	0.109417	0.074028	0.122566	0.085492	0.123790	0.109883	0.136787	0.118145	0.175733	0.130300	0.148210	0.111081	0.125900	0.255588	0.087033	0.121270	0.226570	0.165327	0.126494	0.104705	0.139312	0.082228	0.173106	0.096742	0.114626	0.127021	0.114600	0.116321	0.135340	0.165601	0.120823	0.100288	0.106183	0.086686	0.135263	0.108676	0.124307	0.133064	0.081199	0.197759	0.203607	0.211613	0.094645	0.133486	0.126106	0.222952	0.126849	0.112071	0.129145	0.192160	0.096273	0.112893	0.115837	0.159370	0.079986	0.097063	0.135087	0.142994	0.133686	0.121684	0.142079	0.109619	0.065474	0.120965	0.177943	0.089071	0.095812	0.145453	0.139392	0.125799	0.160042	0.182710	1.000000	0.122266	0.104415	0.129518	0.127189	0.138877	0.061096	0.152385	0.127989	0.137321	0.114634	0.133987	0.104331	0.118339	0.097217	0.106675	0.138145	0.134271	0.137206	0.230563	0.086482	0.119072	0.112020	0.156391	0.235486	0.136729	0.170904	0.147950	0.115090	0.133429	0.118560	0.088286	0.098834	0.153427	0.104116	0.089693	0.299493	0.130590	0.325127	0.121392	0.114082	0.084578	0.077272	0.135045	
mortification	0.131902	0.103584	0.156315	0.140783	0.066715	0.119354	0.243707	0.153915	0.124643	0.130308	0.193972	0.131319	0.125099	0.164878	0.184446	0.206610	0.084324	0.048830	0.101282	0.104868	0.165632	0.093323	0.211245	0.122606	0.156793	0.152629	0.087166	0.098819	0.093033	0.156851	0.081738	0.163041	0.127543	0.097648	0.159189	0.189962	0.180384	0.119691	0.145997	0.150655	0.161765	0.156906	0.233947	0.134698	0.139647	0.154049	0.100079	0.083849	0.121232	0.231600	0.151070	0.153875	0.118407	0.102466	0.094054	0.209635	0.143267	0.098844	0.079172	0.114451	0.096317	0.114024	0.100175	0.059638	0.179909	0.107023	0.164074	0.077794	0.179415	0.133428	0.206497	0.114758	0.150793	0.191300	0.135235	0.158202	0.118845	0.093581	0.138321	0.099767	0.169403	0.116732	0.119365	0.187724	0.163715	0.166357	0.166394	0.320968	0.122266	1.000000	0.074374	0.097337	0.116705	0.113981	0.173561	0.128687	0.092556	0.086722	0.107527	0.151565	0.266664	0.140765	0.090497	0.123712	0.144373	0.116754	0.112573	0.238830	0.078725	0.148206	0.101616	0.323911	0.186568	0.078437	0.118346	0.129082	0.117104	0.224990	0.247849	0.242212	0.265657	0.155419	0.139778	0.202031	0.150443	0.189469	0.099046	0.170428	0.122389	0.125443	0.128448	0.138999	
